ulasan,label
"ini knp fto fto sya gk msuk ke galery y? ,pdhl sya udh simpen",3
Saya kasih 5 ya... Soalnya aplik ini bagus banget mulai dari efek sampai gambar hewannya yg lucu2gituu... Membuat wajah sy seperti cerah permanen... Owhhh BAHAGIAAAAAA😚😚🤗,5
"Pas mau menggunakan aplikasi ini, tiba² malah keluar sendiri dan membuat video pun malah jd lemot. Tolong diperbaiki",1
Ini aplikasi keren banget kalo bagi saya cuman tolong dong di perbaiki lagi soalnya kadang suka keluar sendiri dari aplikasinya sama stikernya juga padahal dah di download tpi minta di instal lagi dih eman ya,3
"Aplikasi nya bagus, tapi kok tiba tiba stiker nya hilang. Saya pikir karena enggak ada kuota tapi,setelah saya beli kouta tetap enggak ada juga. Tolong dibenerin dong🙏",3
"Ko Aku Udah Instal Berkali Kali, Ko Ga Bisa? Udh Coba Ini Itu tetep Ga bisa, Tapi Kalo Apk Lain Bisa, Knp Ga Bisa Download, Tolong Kasih Penjelasan, Atau Saya Gebuk Pake Sapu Lidi! ( Maklum Orang Bar Bar )",1
aplikasi nya bagus banget🤩,5
"🤩 assalamu alikum nama saya ira haryana saya sangat me nyukai apk ini. Saya di beritahu oleh teman saya tentang apk ini ,katanya efeknya baguss ,dan kemudian saya mencobanya dan sangat indah,cantik,pokkoknya bagus",5
"Aku harus nge dowload lagi aplikasi ini😭Karena yang waktu itu aku dowload malah kehapus dan aku juga nggk tau kehapus nya tuh kapn tiba"" Di beranda HP aku udh nggk ada ajh aplikasi snap chat ini😭Padahal banyak foto ade aku yang blom pada kesimpen😖Smoga nggk terulang lagi 🙏",5
App that's amazing! Tapi kenapa pas sudah saya save fotonya jadi blur? Tolong di perbaiki ya. Semua fitur saya sangat suka. Terimakasih!,4
Mon maaf sebelumny😊🙏tpi kok pas saya sdh instal apk ini kok g bisa masuk di apkny??? Padahal saya sdh coba berbagai cara(masuk/daftar) tpi tetep aja g bisa🙄tolong diperbaiki apkny🙏soalnya saya butuh banget😭🙏😊,1
Buat yang nyari cara biar foto ke download ke galeri caranya gampang. Ada memori snap di sna tingal pencet foto yang mau kita simpan terus bagikan trus ada tulisan unduh dan beres Terimakasihh 😉😊,5
efeknya kurng bagus,3
"Nyesel bgt sm apk ini, ga bagus sama sekali, cm ngandelin filter doang, makasi bgt dah bikin saya yg kentang jdi mulus, dan nyeselnya krn ga tau apk ini dri dulu, thx 🥺",5
pusing banget aplikasi th masa ngga bisa di download udh berapa kali di coba pun sama semua udh di hapus masa gini sih tingkatkan lagi sekian terimakasih,3
"Assalamualaikum...nih aku mau kasih tau ternyata snap chat ini filter nya bagus""bngt sampe semua tmn"" aku sodara""aku punya terus selalu ada filter baru😁jadi yg belom downdload buruan yh stokk nya terbatass😂😂canda...dah segitu aja wassalamualaikum..🙏",5
Aplikasi nya lumayan tapi tolong gimana carasimpan poto nya jd aku kasih bintang 4,4
"😊👍 apk ny bagus banget filternya juga bagus, tapi tolong perbaiki dikit ya soalnya biasanya lemot dikit SEKIAN TERIMAKASIH",5
Aplikasinya bagus banget sumpah adikku foto-foto pakai aplikasi ini suka banget dia soalnya ada stikernya oh my God dia suka banget dia ketawa-ketawa oke segitu aja ya kata aku aku akan kasih bintang 4 oke assalamualaikum salam Jawa timur maksudnya aku kasih bintang 5,5
aku percaya kalau aplikasi ini bagus.. cuma kenapa donlowad nya lama banget sih.padahal kuota aku baru beli dan gak terlaku bnyk aplikasi aku gak mungkin kepenuhan memory. mohon perbaiki ya trima kasih🙏🙏🙏,2
Suka banget sama snapchat. Sekarang lebih banyak fitur dan filter aesthetic dan semoga perusahan snapchat makin sukses. Terimakasih...,5
"Ini kenapa login gk bisa yak?? Ko pas daftar juga stak di bikin password,,bukanya password gimana kita? Minimal 8 kan?? Aku udah coba puluhan kali gk bisaa,,bikin akun di web malah stak di kode verifikasi telepon,,,ini ada eror atau gmna?",1
bagus bisa apa² trimakasih yang sudah buat ini,5
"suka banget karna ini bisa buat wajah terlihat putih dan cantik jempol deh untuk snapchat tapi agak error , macet macet, ntah kenapa.tolong diperbaiki donk",5
"Assalamu'alaikum, maaf gk usah perkenalkan diri, langsung aja kr intinya, bahwa saya sangat suka apk ini ( Snapchat ), pokoknya Snapchat ini sangat bagus, aku suka banget sama apk ini ( Snapchat ), Aku pernah nyoba bareng temanku, lucu bngt, banyak efeknya lagi Sudah sampai situ aja, gk banyak",5
"Sukaa!! , baguss dan realita , temn temanku juga pake snapchat, tapi syangnya hpku kentang, HP mereka bermerekk",5
"jika saya ingin menggunakan filter, filter tidak muncul, kadang juga keluar dengan sendirinya, dan tiba-tiba lag.Mohon bantuannya terimakasih🙏.",4
"Efek crying ga support di hp android, kecewa bgttt. Masa buat nge vidio ga bisa, bisa nya cmn foto doang😏udh d update ttp aja g bisa!!! Tolong dong di ubah lgi!!!!",1
"Apk snap chat ini bagus si, tpi kenpaa klo abis login kok mb nya naik 300Mb jadi saya apus deh:(,karna memo saya penuh, plis kpda developer tolong di perbaiki, And jangan lupa mampir ke chanel yt aku: Fitria officiall",5
Untuk apk nya bagus tapi aku suka kesel sama bocil2 yang pake tanda seru banyak terus tapi boong apa lo gunanya kalo suka ya bilang gausah buat kaya gitu orang2 juga tau kamu suka karna kamu kasih bintang 5 kecuali kamu bintang 1 nah itu baru suka kesel sma yang suka kek gtu !!,5
lucu lucu filternya,5
Aplikasih nya tuh.... entah kenapa.. waktu aku buat akun.. tapi gak bisa.. udah aku masukin no telpon aku... tapi gak mau-_- Dah berulang kali gue coba tapi gak bisa juga..-_- trusss dia bilang bahwa tidak bisa.... +_+....,1
Hai. Masa pas aku download loadingnya ga jalan². Padahal memo aku tu kosong Tolong dong pihak yg punya apk ini tolong diperbaiki. Aku kasi bintang satu kenapa? Karna aku kecewaaaaaaa........!!!!!!!!!!!!!!!!!!!,1
"aku baru kali ini cobain kamera yg bagus kaya gini,,ternyata sangat bermanfaat, muka kita yg semulanya hitam menjadi putih karna efeknya,,,,,itu aja deh ulasan dari aku byeeee",5
"Aplikasi ini sangat menarik dan membantu. Yang ga' bisa daftar ya ga usah jelek""kin dong, kalian ga bisa daftar karna ga bisa pake aplikasi ini, ya kalo ga bisa pake ya gausang pake lah, gitu aja susah bgt",5
Ko aku buka aplikasi di snapchat ini saat buka kata sandi nya udah benar ko tetep salah ya udah coba berulang ulang tapi tetap aja salah tolong ya diperbaiki lagi aplikasinya snapchat nya kasih bintang satu dulu nanti kalau udah diperbaiki kasih bintang lagi,1
bagus filter filter nya cuman tolong tambahkan pilihan musik nya saya lumayan suka dengan aplikasi ini,4
"Knp sih setiap saya download gk bisa,bisa sih saya download tapi kok pas habis menginstal malah hilang bukan nya ke simpan padahal saya pengen banget foto foto di situ. Tolong dong di perbaikin😡😠.saya udh cape"" download tapi malah hilang mendingan gk usah download dah klo cuman ngabis ngabisin kuota😠😠😬👎💩",1
"Sumpah aplks ini bagus bngt filter""nya juga cantik"" lucu"" aku suka bngt aku pakek aplks ini udh lama dan gak nyesel deh pakek aplksnya filternya juga gak kalah cantik sama filter di Instagram",5
"Hai...nma sya salsabila launuha sya ska bnget in snapchat....karna.. Efek""nya ggk.dng.... tpi pas sya download bisa.... tpi tetap sja msih 92%.... sya tnggu""tetap msih 92%. Tlng di perbaiki ya pliss",1
keluar keluar sendiri plz,3
Bagus kali sekali apk ini,5
Halo Semuanya!!! Saya suka aplikasi ini karena saya bisa chatingan dengan teman saya yg juga menggunakan snapchat dan saya juga bisa berfoto dengan stiker yg lucu lucu..... Terima Kasih Snapchat 👍,5
"Aplikasi yang berkesan, menyimpan momen kenangan manis bersama malaikat kecil dan pendamping hidup",5
Hi guys Jadi aku sempat baca baca Komentar Aku nemuin yang bilang Kok gaboleh simpan foto sih... Jadi gini Kan disimpan dulu Nah habis itu Kembali Di Layar utama Snapchat Trus Geser ke Kiri Dan Disitu Ada Galeri Foto kalian yang Kalian simpan Trus Klik Tombol *SIMPAN FOTO* Udah deh kesimpen fotonya,5
Aku suka sama Snapchat tapi Aku mau tanya kenapa punya Aku enggak bisa bikin video ya? Kenapa siihhh? Aku minta untuk pihak Snapchat bikin punya Aku bisa bikin video. Masa dulu di HP yang udah lama atau enggak terlalu bagus bisa tapi kenapa di Mi enggak bisa? TOLONG YAAA,4
Isshhh aplikasi gak guna+jelek aplikasi apaan sihh gak guna iklan nya aja menjengkelkan!!!!!!!! Tapi boong aplikasi nya baguss banget,5
Aplikasi ini sangat berguna,5
Saya suka sekali... Aplikasinya sangat bagus.. Cara nyimpen nya juga gampang.. Gak perlu di screenshot... Mungkin kalian pada gak tau cara simpennya kli jadi kesel deh,5
Menurut saya apk ini terlalu lemot dan efek nya pun sedikit dan saya akn buat story juga agk susah tolong di update lagi dong semoga di baca sama yg punya snapchat Sekian dari saya terimakasih 🙏,5
"Hai Aku agak kecewa dengan snapchat, karena foto dan video privacy yang disimpan di snapchat tidak bisa dibuka. Tolong segera diperbaiki ya, thankyou :)",2
ga bisa di donwload 🙏,4
"Bagus banget efek2 nya ... Cuman ya gmna,, klo lgi ngk ada data.. semua efek ngk bisa di buka cuy🙃",4
Aplikasinya bagus bangett klo make filternya gamandang merk hp semua hp bisa tapi tolong dong kasi fitur boomerangnya biar bagus lagi tapi ini bener bagus kok gaiss wajib donwload😍😘,5
"Hallo, kenapa ya Snapchat saya tidak bisa menyimpan foto dan video ke galeri, kalau dicoba ada tulisan snapchat telah berhenti? Kenapa ya?",3
gak kesimpang di galeri,1
kamera gak bisa digunakan. aplikasi apa ini.,1
"Assalamualaikum wr wb Snapchat, apk ini bagus banget sihhh, filter² buat fotonya juga bagus, tapi yang aku keluhin tuh filter² yang bagus² suka ilang² sendiri mohon perbaikannya terimakasih wassalamu'alaikum wr wb",4
"Apilkasi ini top markotop bagus bangen tapi sya kasih empat bintang dulu karna foto nya tidak bisa menyimpan ke geleri saya, tapi kalau mau nyimpan foto harus du skritsud dulu mksh",4
Aplikasi ny bagus banget wajib di install bahkan bisa bikin stiker sendiri pakai foto 😂 lucu banget Download cepat mumpung memori masih banyak !!!,5
"keren filter filter nya tapi kalo bisa sih filter yang udah glamour bgt gak usah pake softlens yg mencolok lagi jadi jelek, overall bagus.",4
Assalamu'alaikum apk ini cukup bagus tapi ada satu kesalahanya ya itu GK bisa nyimpen foto langsung masuk geleri jadi Poto nya itu kita simpan tapi GK masuk geleri nah kalau udah itu masuk ke geleri snap dan itu harus di ss😭,4
agak sedikit bagus tapi kadang kalo unduh foto fotonya gepeng,3
Apkikasi nya sangat buruk gua kasih 0% Daftar akun ngga bisa masuk² aplikasi ngga ada gunannya.!! Coba lah dipermudah cara daftar nya lebih baik ngga perlu pakai akun!!!,1
"Baguss, hanya kalo ngerekam video, audio sama gerakan nya tuh beda huhu:(( tolong di perbaiki yaa",3
"Saya kasih bintang 3 dulu. nanti klo udh saya coba, & bener bener bagus apk nya ,baru saya kasih bintang 5 oke!~ Karna saya baru pertama kali coba apk ini..., jadi saya akan test dulu Terimakasih snapchat!~",3
Saya Sangat Kecewa!!! Saya Sudah Mendownload Dan Menunggu Appk Untuk di Gunakan Selasu Saja Ad Notif Yang Masuk Meberi Tahukan Appk Ini Tidak Bisa Di gunakan Coba lagi Nanti. SAYA KECEWA !!!,3
"Wawwww apk ini bagus banet,,snapchat ada yg baru lagi efek nya ada teman aku yg punya snapchat terus lihat temen aku sefi selfi gitu jadi ada efek yg baru aku download apk ini ayo buruan download,,kalo gk download nyesel loh,,,oh iya nama saya Citra fitri ani kelas 5 umur ku 11 tahun dah aku segitu doang ya assalamualaikum wr wb",5
Sy tidak menyukai apk ini karena efeknya kurang bagus tapi sy yakin bahwa efek tdk akan merubah wajah kita menjadi cantik kecuali kita sendiri yg merubahnya 😊😊😊,5
"Assalamualaikum aku mau saranin but kalian, kalian harus download aplikasi Snapchat ini tu aplikasi nya bagus banget filter nya bagus bagus dan setiap buka aplikasi nya ada filter baru lagi ini tu aplikasi nya bagus banget but kalian yang blm download segera download ya aku hanya mau sampain ini 👌",5
dulu saya pernah download tapi gak selama ini aku sudah nunggu hampiri 1 jam padahal sinyal bagus paketan pun masij banyak dan tolong dong di percepat kan lagi kalo bisa😊,2
"Mohon maaf aplikasi in blm akurat sepenuhnya..... saran dr kami kalau bisa seperti aplikasi zenly itu sangat membantu sekali🙏, mungkin bnyak yg pkai, percuma jg kalau ada aplikasinya tp tdk bisa membantu keberadaan keluarga/saudara, anak.",2
Aku paling suka snapchat ini karna aplikasi nya punya banyak filter yang bagus aku seneng banget deh karna banyak banget filter ini buat kalian yang suka filter ini kalian harus mendolod nya ngak terhapus kok itu ma cuma data nya aja yang ngak nyala pantesan terhapus filter nya dada sampai sini aja yah aku ucap kan sampai si dengan ucpan wassalamualaikum warohmatullohi wabarokatu,5
Woww😀Ini apk bagus banget loh klo kalian ga percaya diwnload aja Dijamin kaga bakalan nyesel bener😊Bagus banget aku suka efek nya banyak dan bagus😇Ini apk untuk semua orang mau itu perempuan mau itu laki laki dipersilahkan untuk men-download apk ini😆Tapi klo pertama masuk harus ada akun dulu broo_- Untuk yg tidak punya akun harus bikin dulu klo kaga bikin nantinya kaga bakalan bisa masuk sampai kapan pun😎,3
aku beberapa kali bermain di game dg beberapa orang yg menyenangkan. Tapi bingung gimana cara menambahkan atau meminta pertemanan. Sedang pas di cari namanya susah 😭 padahal sudah main 10ronde,5
aplikasi ini bagus banget makasih udah bisa memperbaiki filter dan kamera saya kammmeranya bagus banget kalian cepat donload kalian gak nyesel kok maka saya kasih bintang 4,4
"Apaan ni Snapchat. Waktu gua pake Snapchat pake hp gua yg lama bagus aja mulus, pas gua pake hp yg baru kok kaya mozaik ya gambar nya:( gua suka banget Snapchat tapi kok gini.kamera gua justru lebih bagus yg skrng knp gini si kecewa tolong di perbaiki itu aja kok!!! Kalo gambar nya udah bagus gua ganti ulasan sama rating nya.",2
"Aplikasi nya bagus banget bikin aku sering foto"" pokoknya pas aku ke pantai juga warna nya bisa ganti pokoknya kalau kata aku aplikasi ini bermanfaat banget buat aku jadi suka foto""😊",5
baguss bgtt bisa foto foto,4
huu knp si asal buka snapchat langsung mascet semua gk bisa di klik!! uda di update gk bisa di uninstal dan instal lagi ttp aja. tolong dong ini knp? kecewa bangett😤😤,1
Assalamualaikum warahmatullahi wabarokatu hai kawan saya suka sekali dengan aplikasi snapchat ini karena bermacam macam efek daripada kita pakai efek Instagram boros kuota mending ini hemat sekali itulah saya suka terimakasih 😊,5
AssAlamualaikum nama saya ayu Aplikasi ini sangat bagus tapi kenapa aku kasih bintang empat doang karena aku ko ngga ada petanya tolong ya di perbarui lagi semoga sukses snapchatnya waalaikumsalam wr .wb,4
"Aplikasi ini di hp saya biasanya lancar, entah setelah update selalu berhenti. Dan ketika masuk aplikasi lagi, tidak bisa akses snapchat. Hanya sampai di pembuka aplikasi saja",1
"Aplikasi apaan ini masa gk bisa masuk aku udh ngikutin sarannya untuk bisa masuk tapi kenapa gk bisa masuk masuk, ngabisin kuota aja. Mahal pula mb nya masak sampe 50 mb😠, sebel deh 🤬😡",1
Assalamu alaikum hai nama aku syaika nazifa aku kls 1smp Aku kasih bintang tiga dulu ya soalnya aku belum buka aplikasinya jadi tiga aja dulu ya nanti klw aku udah buka aplksinya terus klw aku suka aku kasi bintang lima ya semuanya terutama yg suka banget foto foto mendingan Download aplikasi snapchat ini karna klw kalian nggak download kalian pasti nyesel banget ok sampai sini aja pembicaraan aku assalamu alaikum,3
Woi ini app bukan app ini kalo bikin maaf ya ini app dulu gak harus daftar padahal saya udah daftar yang bener malah gak bisa kalo bikin emosi maaf saya kasih bintang 1 dulu mohon maaf dari pada kasih bintang 0 kan kalo sudah tidak begitu saya kasih bintang seratus di masa depan,1
"Masa sya daftar gk bisa bisa sih jadi kesel deh, udh di ajarin temn sya msih aj gk bisa, paling benci klo gk bisa bisa,, sebenernya ny efek nya uwuw banget aku pernah minjem punya temn aku, tpi sayang sush banget sih aku buat daftar,,, katnya suruh masukin kata sandi minimal 8 karakter tpi udah tak bikin masih aj sururuh coba lagi coba lagi buat kesel aj,,, perbarui donk biar gk sulit daftarnya🙂",3
Kalian wajib banget donlot aplikasi ini soalnya aplikasi ini bagus banget tapi buat yg masih kecil jangan di donlot ya soalnya nanti kalian gk ngerti okee Sekarang saya berterima kashi untuk yg membuat Snapchat karna ini tuhh gimana ya bilang nya aplikasi ini pokonya bagus banget sekian terima kasih,5
Aplikasi ini bagus kali ya filternya udh oke semuanya pokoknya mantap lah tapi knp aku kasi bintang 4 karna satu kekuranganya yaitu boomerang nya jadi sekali lagi mohon tambahkan boomerang nya,4
"Keren sih keren tapi terkadang kok tiap mau buka aplikasinya harus login terus sih jadi ga mood dong, tapi walau ga ada kuota juga tetep bisa foto"" Gituh",3
Sumpah apk ini bagus bgt aku udh punya lama tp aku jarang buka nya setelah sy buka gw langsung suka sm filter foto nya Bagi yg blm download segera download y ini bagus bgt tau pokok nya rugi kalo gak download 🦄❤️❤️❤️,5
"Jelek .Nutup zenly di arahin ke sini tapi aplikasi ini jauh lebih jelek, gimana sih developer nya, mending ini yg di hapus , zenly nya di buka lagi",1
bagus banget bisa selfie telponan sama orang random pokonya bagus deh TPI kenapa ya di hp ku ngelek banget dan kaya ga bisa telponan gitu ya yaudah makasi perbaiki yaaa,5
"Tolong untuk maps nya di buat seperti zenly, ketika teman kita melakukan perjalanan jauh, kita tidak mengetahui kalau dia sudah berjalan, dan berganti posisinya ketika sudah berdiam di tempat. Sebisa mungkin si buat seperti zenlyyh !!!",2
"Assalamualaikum....Apk ini sangat bagus!.Saya tidak menyesal telah mendownload aplikasi ini,sumpah Aplikasi ini benar benar Baguss,dan saya Paling sering nya Berpoto pke aplikasi ini.Soal ny Ini benar benar Good Jobb,Cara Masuk ny Juga gampabg kok nggk Ribet🙂 Poko ny kalian teman²ku Yang udh download aplikasi ini nggk bakalan nyesel deh karena Apk ini sangat bagus bagusss dan baguss🤗",5
"Hai perkenalkan nama saya Fitri,saya kasih 5 bintang kenapa, karena efeknya tuh bagus banget dan seru deh aku makin bertahan dengan aplikasi ini, dan juga bagi kalian yg blm download aplkasi ini buruan deh karena kalian gak akan nyesel, sampai disini dulu yah sampai jumpa",5
bagus baget aplikasi ini biasa buat foto jadi lebih bagus tapi sayang kalo foto gk biasa langsung ke simpen di galeri harus di save dulu tapi selebihnya ok banget sihh yg gk bownload nyesel,5
ayam:baguss bngett sumpahh bisaa bikinn guaa ganteng🥶,5
"Asalamualaikum Nama kuh faizha Aku memakai aplikasi ini Aku suka banget sama aplikasi ini Filternya bagus Banyak lagi Yang komentar ""aplikasi apak an nih kog gk bisa digunain padahal aku kan udh update"" Itu bukan salahnya aplikasinya Itu salahnya kamu sendiri gk bisa pkk snapchat Yok semua buruan download gk nyesel kow😊😊",5
aplikasi ini waw banget. aku baru buka kamera snaphcat efek nya bagus banget pokok nya suka yojeom-eun-i eung-yong peulogeulaem-i jeongmal johdaneun geos-ibnida. ￼,5
Aku dngr apk ini populer sama salah satu filter ny mkny aku kasih bintang tiga dulu Tapi pas aku mau dafatar suruh masukin kode verifikasi tapi aku g dikasih ² Aku pikir atau aku yg salah masukin no aku mkny g di kirm² aku ganti sampe dua kali tetep g bisa juga malah aku g bisa daftar lagi gara² aku udh ganti² no Developer tolong perbaiki untuk kode verifikasi ny yh🙏🏻🙏🏻,3
Assalamualaikum saya ingin beri tahu kalok aplikasi ini sangat bagus cepetan download Snapchat ini sangat bagus aku dan ibuku sangat suka Jangan lupa kasih bintang 5 dan Assalamualaikum warahmatullahi wabarakatuh,5
"agak susah memantau lokasi anak kalau anaknya ga buka chat , ga seperti zenly..selalu real time lokasi anak sedang di mana aja,tolong ditingkatkan lagi dong developernya",3
"Pas aq daftar ke snapchat ...pas mw login kata sandi ny kok malah gk bisa login...."" aduh..saat ini anda tidak dapat mendaftar"" ..gtu lh singkat ny Tolong dong kek mn tu ...",2
Aku kok gak bisa download nya udah coba 5 kali masih juga gak bisa coba perbaikin aplikasi ini jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!jelek aplikasinya jelek banget coba perbaiki dong,1
Hobi saya foto-foto saya suka stiker blak pink awalnya sih nggak ketemu tp sekarang sudah ketemu saya nggak nyasel instal aplikasi ini saya sangat suka dg aplikasi ini yg mau instal pokok nya nggak akan nyasel deh dijamin,4
Mungkin ini apk yang saya suka karena cara menggunakan nya cukup simpel dan gk ribet dan efek² nya juga menarik buat di coba dan buat kalian ayo cepet dowload gk bakal nyesel ko,5
Aplikasi nya good job bnget ayo buruan download di jamin gak nyesel karena efek filter dan kameranya itu beda sama yg lain deh pokok nya aku suka banget mksih snapchat💛💛💛💛🍭,5
Saya setiap buka (SNAPCHAT) selalu ada yang login dan filter nya juga pada gimana gitu jadi saya kasih bintang 4 karna agak bagus juga sih aku mah agak suka makasih seler nya,4
Menurut ku udah bagus tapi kok ga kayak tiktok pakek bahasa Indonesia gituu,1
"saat di download susah bgt, kadang keulang jdi 1%, padahal jaringan bagus, stiap dah sampai 100%, nge lag trus keulang jdi 1%",2
"Ini kenapa ya memori di snap gabisa dibuka foto nya padahal koneksi udah ok , tolong dong foto lama ku gasempet aku pindahin ke galeri ,semuanya ada di snp chat 😩",3
Aplikasinya bagus banget Kalian banyak yang ngeluh tidak bisa di simpan aku kasih tips nya ya 1)kalian poto 2)kaliqn pncet tu yang myinpen nya terus 3)dah gitu baru deh kalian pencet ke rol kamera dah gitu bares😙,5
"Aku suka banget sama aplikasi ini BTW kalian jangan ragu"" lagi kalo mau download SNAPCHAT dan juga disini kalian bisa dapat Efek dan Filter yang bagus""juga loh Segitu dulu pendapat nya Sekian terima gaji☺☺",5
Saya suka dgn aplikasi snapchat selain bisa untik selfi ternyata snapchat bisa untuk vidio apalagi stockernya lucu lucu dan beragam untik aplikasi snapchat sya minta tlg untuk memperbanyak stickernya agar sya dapat berfoto dg sticker yang lucu atau menggemaskan 👏 😊,5
"Hi! Jadi gini,buat yang belum tau,kalian habis foto di sc ini,trs ga ada di galeri. Gini,habis kalian foto di sc,kalian buka album yg di sc,habis itu,kalian pilih foto yang pengen disimpen,kalo udah,pilih tanda 'ekspor' ke 'rol kamera' Habis itu? Ya udah:') Dah"" saya pamit:>",5
"Maaf kasih bintang 3 karna klo pas habis foto itu langsung ke setelan untuk aktifkan Terus ulang"" pas habis foto gitu Tolong perbaiki ok Klo sma filter nya sukak banget Ok sekian😯😊😊",3
Tingkatkan lagi. Soalny kebanyakan yg pake Snapchat itu cuma pake efeknya doang. Sedangkan fitur chat nya enggk.,4
bagus Snapchat nya 😊 seru bisa bikin lucu saya kasi bintang 5,5
Sebaiknya ada rotasi otomatis dari aplikasi agar yg hp nya kena layar tengah nya dn layar tengah tidak bisa diTekan bisa diPutar,3
Karena terlalu sering log in - log out akun aku udah ga bisa di buka lagi. Dan disitu juga ga ada keterangan gimana cara ngembaliin akun yang ga bisa log in. Tolong diperbaiki dan butuh berapa lama agar akun yang kena blok balik lagi?,2
"Assalamualaikum 🙏 saya Desta saya senang dengan aplk ini karena membuat saya jadi begitu menyenangkan kan dan seru banget 💗 menggunakan apkl ini jadi buat yang kalian yang suka ft,, buruan download apk dan coba apk nya💗❤️",5
banyak vidio yg dewasa sedangkan ak masih kecil,3
"Apk ini sangat baguss.. Dia membantu saya menemukan suasana selfi dgn filter yang baguss,, dan sya menyukai nya,, saya harap kedepnnya filter""nya di tambah mnjadi lbih bagus lagii..",2
sangat menarik di coba,4
udah nyaman bnyak teman malah tibtba kunci permaneb lol ah,1
bagus banget aplikasinya,5
"Hello nama saya ika , saya suka sama apk ini karena efeknya tuh kalo buat foto bagus bgtt makasih yaa yg udhh buat apk ini aku puas sama apk nya jadi aku kalo foto foto pake ini soalnya efeknyatuh bagus bgtt😘",5
efek nya baguss banget,5
lama banget menginstalnya,1
"CARA ADA PROFIL PUBLIC GIMANA SIH, DRI UPDATE SMPE UPDATE NGGA ADA DI HP AQ ...................... nggq tw deh aq yg slh atw nggq ....",5
Sy menggunakan snapcht ini sdh lama namun sempat terhapus app nya di hp sy jdi sy instal ulang dehh pokoknya keren den sy ksih ranting lima dan sedikit komen ya klo boleh snapcht nya lbih di perbanyak lgi efek efek keren nya 🙏😁,5
bnyk orang yg bahasa ny engglies kn gw dri indo,3
baguslah untuk menambah teman baru,4
klo menginstal lama kyk nunggu antrian di toko.,1
suka sama filter ny lucu luccc semuaaa,5
sangat bagus dan menyenangkan,5
suka tapi g ada filter dog nya,3
"bagus,tapi agak ngeselin org"" nya.",5
apk nya tidak bisa di buka,1
ini apk bikin gw tambah cakep si,5
Aku mau nanyak dong kan aku pindahin foto ke khusus saya. Terus udah aku tandai smua foto nya udah gitu harus buat password kan. Udah aku buat. Eh pas mau liat foto nya di khusus saya itu malah satu foto pun gak ada. Aku gangerti udah aku kotak katik gak ada juga foto nya aku gatau kmana tu foto pada ngilang. Tolong bantu respon dong yg tau knp dan gimana caranya? Trima kasih,1
sangat cantik fan bagus,5
efek nya bagus banget,5
selalu update trs,2
Terlalu lama menginstal,1
download nya lama banget,2
aplikasi gak jelas asli,1
eh tadi saya udh donlod tapi gara gara ada amjsbsba,1
Karena tidak ngelek juga dan juga bagus dan sangat berguna sekali.tapi pass download sempet ngelek juga pokonya ngelek banget .terima kasih tapi sekarang tidak ngelek lagi terima kasih banyak dari pihak snapchat,5
lamaaa bangettt ihhh gaaa bisaaaa di ekspor jlek,1
karena bagus epek nya,5
"bagus sama lucu""sih",5
bagus ga kayak ig,5
banyak notif yg ga penting,4
"bagus banget aplikasinya banyak filter keren keren ,pokoknya bagus banget deh kalian wajib instal",5
ini sih aplikasi ny bagus tapi setelah aku Mau donlod lagi gak bisa terus kenapa ya tolong donk mohon d perbaiki aplikasi nya ya 🙏🏼.,3
"aplikasi nya bagus banget, bisa chating sama teman, dan efek² nya lucu bangett, pokoknya akuu sukaa bangettttttttttttt 🥳🥳",5
BUG BGT JARINGAN BAGUS TAPI PAS BUKA FILTER TERJADI KESALAHAN FAKK,1
bagus aku senang main snapchat seru 👍👍,5
membuat ku jadi lebih ganteng,5
"knp ya di hp aku ngga bisa di buka pas daftarin dan di suruh pake kata sandi udh di pke kata sandi selalu ada tulisan""Ups terjadi kesalahan silahkan coba lagi nanti""knp ya itu? Tolong dong cpt cpt gw kan mau make camera itu:(",1
lamaaaaa bangett menginstal nyaa,1
"udh bagus si gaada kendala apapun , but tolong jangan nyandet¹ ya, dan tambahin efek baru , bosen efek nya gitu² aja",4
Bagus banget apalagi sekarang ada filterr bagus bagus poko nya aku kasih bintang⭐⭐⭐⭐⭐ lima dehh paham jangan lupa kasih filter yng lucu dan bagus lagi yhh,5
apk nya bagus bisa buat poto dan cari teman cocok banget sih buat aku yg suka poto poto😻,5
Baik buruk nya apk ini wajibdi hargai yah :)) jgn cuman bisanya komen doang tpi pikir emg kita bisa buat apk kek gini? Btw cuman mau kasih Tau Buat cara nyimpen Foto ke geleri 1.setelah kalian fto kalian Pejet Tanda kali (×) . 2.kalo udah kalian pejet gambar foto/galeri 3.bakal muncul tuh foto2nya kan?kalian pecet lama 1satu 4.lalu klik bagian impor foto 5.impor ke rol kamera 6 selesai Kalo g tau juga Scrienshoot ajalah ribet bat:v Btw Add gw Yh: Fb:Ranii Ig:Rani0197 Wa:dibio Ig ada,5
aplks nya bgs cuma filter ny ad kslhn ini tolong di perbaiki filter nya ada kesalahan,4
aplikasi udah bagus efek nya juga udah bagus dan fitur lain nya bagus saya suka sekali dengan Snapchat,5
